Baseline 100%T,,ExampleA,,ExampleB,,ExampleC,,ExampleD,,ExampleE,,ExampleF,,ExampleG,,ExampleH,,ExampleI,,ExampleJ,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
325.9971313,0.1244542524,325.9971313,0.1050176322,325.9971313,0.07292616367,325.9971313,0.060838148,325.9971313,0.065850541,325.9971313,0.06729313731,325.9971313,0.06153707579,325.9971313,0.06877727062,325.9971313,0.06763689965,325.9971313,0.100751631,325.9971313,0.02808762342,
324.9811096,0.1249059811,324.9811096,0.1058068946,324.9811096,0.07364057004,324.9811096,0.06140007451,324.9811096,0.06641670316,324.9811096,0.06770075858,324.9811096,0.06198001653,324.9811096,0.06918246299,324.9811096,0.06814745814,324.9811096,0.10144566,324.9811096,0.02836850844,
324.0040283,0.1257987916,324.0040283,0.1063141227,324.0040283,0.07398125529,324.0040283,0.06166481227,324.0040283,0.06680435687,324.0040283,0.06821947545,324.0040283,0.06228331849,324.0040283,0.06944417953,324.0040283,0.06858770549,324.0040283,0.1016944945,324.0040283,0.02858645096,
322.9877625,0.1266306192,322.9877625,0.1071877033,322.9877625,0.07469082624,322.9877625,0.06208572164,322.9877625,0.06725094467,322.9877625,0.06858915836,322.9877625,0.06274072081,322.9877625,0.06990453601,322.9877625,0.0689855516,322.9877625,0.1023004875,322.9877625,0.02881418541,
322.0104065,0.1275048405,322.0104065,0.1081672385,322.0104065,0.07522227615,322.0104065,0.06258043647,322.0104065,0.06761950254,322.0104065,0.06894966215,322.0104065,0.06294675171,322.0104065,0.07033728808,322.0104065,0.06940761209,322.0104065,0.1029599234,322.0104065,0.02892443165,
320.993866,0.128508687,320.993866,0.1091556102,320.993866,0.07569139451,320.993866,0.06314749271,320.993866,0.06813725084,320.993866,0.06940694153,320.993866,0.06341569126,320.993866,0.07084298879,320.993866,0.06983445585,320.993866,0.1034882739,320.993866,0.02917557023,
320.0162964,0.1293513328,320.0162964,0.1101040095,320.0162964,0.07636539638,320.0162964,0.0637127459,320.0162964,0.06867329031,320.0162964,0.06984400004,320.0162964,0.06374491006,320.0162964,0.07121036202,320.0162964,0.07019197196,320.0162964,0.1039721146,320.0162964,0.02927895635,
318.9995117,0.1302194893,318.9995117,0.1110504344,318.9995117,0.07710459083,318.9995117,0.06439037621,318.9995117,0.0694302395,318.9995117,0.07029823214,318.9995117,0.06454989314,318.9995117,0.07175992429,318.9995117,0.07083579153,318.9995117,0.1047089696,318.9995117,0.02976094186,
317.9825745,0.1312894225,317.9825745,0.1121934503,317.9825745,0.07776413858,317.9825745,0.06470666826,317.9825745,0.06982953101,317.9825745,0.070676364,317.9825745,0.06460806727,317.9825745,0.07216735184,317.9825745,0.07117840648,317.9825745,0.1051645279,317.9825745,0.0298175551,
317.0046387,0.1323326379,317.0046387,0.1135206819,317.0046387,0.07862912118,317.0046387,0.06557089835,317.0046387,0.07077263296,317.0046387,0.07128073275,317.0046387,0.06522883475,317.0046387,0.07260610163,317.0046387,0.07177919149,317.0046387,0.1057593673,317.0046387,0.03011612408,
315.9874573,0.1336546093,315.9874573,0.1148549169,315.9874573,0.07939083129,315.9874573,0.06619487703,315.9874573,0.0710772872,315.9874573,0.07172258198,315.9874573,0.0656253919,315.9874573,0.07310216874,315.9874573,0.07214033604,315.9874573,0.1064556316,315.9874573,0.03020003252,
315.0092773,0.1346931309,315.0092773,0.1161963791,315.0092773,0.08004757017,315.0092773,0.06688644737,315.0092773,0.07203309983,315.0092773,0.07228522748,315.0092773,0.06624045968,315.0092773,0.07355252653,315.0092773,0.07277000695,315.0092773,0.107195653,315.0092773,0.03060876019,
313.9918213,0.1360111982,313.9918213,0.1175273359,313.9918213,0.08084398508,313.9918213,0.0674521476,313.9918213,0.07266280055,313.9918213,0.07252392173,313.9918213,0.06654147804,313.9918213,0.07386678457,313.9918213,0.07316628098,313.9918213,0.1076755524,313.9918213,0.0307582505,
313.0133667,0.1369513273,313.0133667,0.1192030385,313.0133667,0.08183771372,313.0133667,0.06833656132,313.0133667,0.07352747768,313.0133667,0.07328826189,313.0133667,0.06699375063,313.0133667,0.0745144859,313.0133667,0.07361625135,313.0133667,0.1083433032,313.0133667,0.03109389357,
311.995697,0.1382521391,311.995697,0.1204934418,311.995697,0.0826979205,311.995697,0.06923974305,311.995697,0.07420936972,311.995697,0.07355559617,311.995697,0.06744108349,311.995697,0.07503424585,311.995697,0.07406895608,311.995697,0.1091038585,311.995697,0.03121965565,
311.0170593,0.1395323575,311.0170593,0.1222028062,311.0170593,0.0837681666,311.0170593,0.06989483535,311.0170593,0.07509486377,311.0170593,0.07412090153,311.0170593,0.06798344105,311.0170593,0.07544697821,311.0170593,0.07466306537,311.0170593,0.1096959636,311.0170593,0.03148411959,
309.999115,0.1409312487,309.999115,0.1236065179,309.999115,0.08471645415,309.999115,0.07084109634,309.999115,0.07599961758,309.999115,0.07460997999,309.999115,0.06838367134,309.999115,0.07600714266,309.999115,0.0751716122,309.999115,0.1103036553,309.999115,0.03179776669,
308.9810486,0.1422558427,308.9810486,0.1249109879,308.9810486,0.08576945961,308.9810486,0.071526438,308.9810486,0.076782085,308.9810486,0.07514302433,308.9810486,0.06888943911,308.9810486,0.07645002753,308.9810486,0.07571231574,308.9810486,0.1110170409,308.9810486,0.03190183267,
308.0020447,0.1437217891,308.0020447,0.1263323575,308.0020447,0.08651619405,308.0020447,0.07227474451,308.0020447,0.07755287737,308.0020447,0.07543604076,308.0020447,0.06920419633,308.0020447,0.07689986378,308.0020447,0.07605879754,308.0020447,0.1114049852,308.0020447,0.03199631348,
306.9837036,0.1453610659,306.9837036,0.1276962906,306.9837036,0.08755049109,306.9837036,0.073174797,306.9837036,0.0784137398,306.9837036,0.07585982233,306.9837036,0.06961591542,306.9837036,0.07719267905,306.9837036,0.07635104656,306.9837036,0.1120921075,306.9837036,0.03202546388,
306.0044556,0.1469884664,306.0044556,0.1289415658,306.0044556,0.08836825192,306.0044556,0.07375639677,306.0044556,0.07942305505,306.0044556,0.07625214756,306.0044556,0.06988431513,306.0044556,0.07768618315,306.0044556,0.07672416419,306.0044556,0.112742424,306.0044556,0.03234605119,
304.9859009,0.1484327763,304.9859009,0.130367294,304.9859009,0.0893683359,304.9859009,0.07470671833,304.9859009,0.08020836115,304.9859009,0.07672620565,304.9859009,0.07033825666,304.9859009,0.07803761959,304.9859009,0.0773466602,304.9859009,0.1132683754,304.9859009,0.03255659714,
304.0063782,0.1500657201,304.0063782,0.1315009445,304.0063782,0.09030462801,304.0063782,0.07550435513,304.0063782,0.08110319078,304.0063782,0.07701383531,304.0063782,0.07049573958,304.0063782,0.07849821448,304.0063782,0.0774980709,304.0063782,0.1137791574,304.0063782,0.03253851831,
302.9876099,0.1517694443,302.9876099,0.1328960508,302.9876099,0.09134551138,302.9876099,0.07640289515,302.9876099,0.0820274353,302.9876099,0.07750441879,302.9876099,0.07094950229,302.9876099,0.07884804904,302.9876099,0.0779658407,302.9876099,0.1144568026,302.9876099,0.03254710883,
302.0078735,0.1536501944,302.0078735,0.1340833157,302.0078735,0.09234354645,302.0078735,0.07730577141,302.0078735,0.08293275535,302.0078735,0.07773825526,302.0078735,0.07131800801,302.0078735,0.07896821201,302.0078735,0.07837312669,302.0078735,0.1150699183,302.0078735,0.03267371282,
300.9888306,0.1554471701,300.9888306,0.1355536133,300.9888306,0.09357928485,300.9888306,0.07823880017,300.9888306,0.08409634978,300.9888306,0.07834658772,300.9888306,0.07192436606,300.9888306,0.07979802042,300.9888306,0.07894620299,300.9888306,0.1157225519,300.9888306,0.03302827105,
300.0088501,0.1572180837,300.0088501,0.1366077065,300.0088501,0.09443139285,300.0088501,0.07903022319,300.0088501,0.08510325849,300.0088501,0.07875102758,300.0088501,0.07219140977,300.0088501,0.08011779189,300.0088501,0.07928930968,300.0088501,0.116339691,300.0088501,0.03308754414,
298.9895935,0.1590011716,298.9895935,0.1376188695,298.9895935,0.09546499699,298.9895935,0.07994212955,298.9895935,0.08597860485,298.9895935,0.07901078463,298.9895935,0.0724965483,298.9895935,0.08059478551,298.9895935,0.07967883348,298.9895935,0.116777502,298.9895935,0.03308832645,
298.0093994,0.1608513445,298.0093994,0.1388178766,298.0093994,0.09651794285,298.0093994,0.0810591355,298.0093994,0.08704477549,298.0093994,0.07962714881,298.0093994,0.07293893397,298.0093994,0.08095120639,298.0093994,0.08025855571,298.0093994,0.117437765,298.0093994,0.03330798075,
296.9898682,0.1634105891,296.9898682,0.1400189996,296.9898682,0.09752011299,296.9898682,0.08139198273,296.9898682,0.08794879913,296.9898682,0.07983618975,296.9898682,0.07317982614,296.9898682,0.08138761669,296.9898682,0.08056807518,296.9898682,0.1179841459,296.9898682,0.03338090703,
296.0094604,0.1657971144,296.0094604,0.141411528,296.0094604,0.09887098521,296.0094604,0.08286339045,296.0094604,0.08917175978,296.0094604,0.08051021397,296.0094604,0.07394399494,296.0094604,0.08188441396,296.0094604,0.08116356283,296.0094604,0.1188217103,296.0094604,0.03359159082,
294.9896851,0.1683979183,294.9896851,0.142286092,294.9896851,0.09985569865,294.9896851,0.08357931674,294.9896851,0.08999987692,294.9896851,0.08078604937,294.9896851,0.07412842661,294.9896851,0.08227527142,294.9896851,0.08151751757,294.9896851,0.119264558,294.9896851,0.03355937451,
294.0090942,0.1706162244,294.0090942,0.1434307545,294.0090942,0.1006157845,294.0090942,0.08448788524,294.0090942,0.09091251343,294.0090942,0.08147263527,294.0090942,0.07459104061,294.0090942,0.08260016143,294.0090942,0.08196875453,294.0090942,0.1201102659,294.0090942,0.03370177001,
292.9890747,0.1730845869,292.9890747,0.1447419077,292.9890747,0.1018386632,292.9890747,0.08551231027,292.9890747,0.09219241142,292.9890747,0.08203606308,292.9890747,0.07523997873,292.9890747,0.0833074674,292.9890747,0.0824739784,292.9890747,0.1207659096,292.9890747,0.03402832896,
292.0081787,0.175372377,292.0081787,0.1460908502,292.0081787,0.103073433,292.0081787,0.08662965894,292.0081787,0.09332822263,292.0081787,0.08268410712,292.0081787,0.07588112354,292.0081787,0.0837611407,292.0081787,0.08312766254,292.0081787,0.1216079071,292.0081787,0.03407382593,
290.9879761,0.1779444665,290.9879761,0.147607699,290.9879761,0.1043288335,290.9879761,0.08779943734,290.9879761,0.09443107247,290.9879761,0.08326981217,290.9879761,0.07645139098,290.9879761,0.08450891823,290.9879761,0.08384141326,290.9879761,0.1225306466,290.9879761,0.0345037058,
290.006897,0.1813740134,290.006897,0.1483504921,290.006897,0.1050933301,290.006897,0.0883442983,290.006897,0.09511113912,290.006897,0.08363386244,290.006897,0.07666844875,290.006897,0.08474024385,290.006897,0.08415815234,290.006897,0.1229100153,290.006897,0.03452492505,
288.9863892,0.1848150045,288.9863892,0.1500652134,288.9863892,0.1061442643,288.9863892,0.08914627135,288.9863892,0.09625384212,288.9863892,0.0840819627,288.9863892,0.07717211545,288.9863892,0.0852759853,288.9863892,0.08461468667,288.9863892,0.1236192137,288.9863892,0.03460413963,
288.0050964,0.188316986,288.0050964,0.1516362578,288.0050964,0.1069541499,288.0050964,0.09020479769,288.0050964,0.0972661525,288.0050964,0.08471230417,288.0050964,0.0778593868,288.0050964,0.08583430946,288.0050964,0.08492638916,288.0050964,0.1242713258,288.0050964,0.03476552665,
286.984375,0.1919650286,286.984375,0.1541950852,286.984375,0.1083608791,286.984375,0.09114391357,286.984375,0.09838418663,286.984375,0.08555423468,286.984375,0.07843616605,286.984375,0.08655268699,286.984375,0.08582960814,286.984375,0.1250867993,286.984375,0.03495452181,
286.0028381,0.1951753795,286.0028381,0.1565367877,286.0028381,0.1094558239,286.0028381,0.09205988795,286.0028381,0.09940245748,286.0028381,0.08619593829,286.0028381,0.07915109396,286.0028381,0.08715960383,286.0028381,0.08629185706,286.0028381,0.1260501444,286.0028381,0.03512185067,
284.9819641,0.1984488368,284.9819641,0.1596416086,284.9819641,0.1104905382,284.9819641,0.09283999354,284.9819641,0.1004905179,284.9819641,0.086686261,284.9819641,0.07969229668,284.9819641,0.08784969896,284.9819641,0.08694008738,284.9819641,0.1267089695,284.9819641,0.0352031365,
284.0001831,0.2014473528,284.0001831,0.1625615507,284.0001831,0.1114514619,284.0001831,0.09378541261,284.0001831,0.1014012322,284.0001831,0.08749672771,284.0001831,0.0803103447,284.0001831,0.08840001374,284.0001831,0.08741763979,284.0001831,0.1273939908,284.0001831,0.03537008539,
283.0183105,0.2050767392,283.0183105,0.1671074182,283.0183105,0.1122800633,283.0183105,0.09485413134,283.0183105,0.1024844497,283.0183105,0.08794667572,283.0183105,0.08078923076,283.0183105,0.08893664181,283.0183105,0.08814758807,283.0183105,0.1282039434,283.0183105,0.03548751399,
281.9970398,0.2090541422,281.9970398,0.1724437475,281.9970398,0.1133638099,281.9970398,0.095633246,281.9970398,0.1033690423,281.9970398,0.08880332857,281.9970398,0.08147713542,281.9970398,0.08981262892,281.9970398,0.08857973665,281.9970398,0.1288996637,281.9970398,0.03566187248,
281.0149536,0.2130311877,281.0149536,0.1779155284,281.0149536,0.1143298745,281.0149536,0.0963716507,281.0149536,0.1041056663,281.0149536,0.08912109584,281.0149536,0.08187178522,281.0149536,0.09016254544,281.0149536,0.08918698877,281.0149536,0.1296861619,281.0149536,0.03583816066,
279.9934692,0.2168882489,279.9934692,0.1838738918,279.9934692,0.115016818,279.9934692,0.09689906985,279.9934692,0.104736872,279.9934692,0.08988676965,279.9934692,0.08268792927,279.9934692,0.09077434987,279.9934692,0.08962068707,279.9934692,0.1303906143,279.9934692,0.0357170105,
279.0112,0.2205038369,279.0112,0.1894093305,279.0112,0.1156822741,279.0112,0.09756340832,279.0112,0.1056259423,279.0112,0.09043167531,279.0112,0.08299345523,279.0112,0.09119899571,279.0112,0.09018494934,279.0112,0.1309155375,279.0112,0.03594039008,
277.9894714,0.2244565338,277.9894714,0.1960023642,277.9894714,0.116336748,277.9894714,0.09824440628,277.9894714,0.1063303575,277.9894714,0.09116326272,277.9894714,0.08352117985,277.9894714,0.09216984361,277.9894714,0.0908401683,277.9894714,0.1317564547,277.9894714,0.03597269952,
277.006958,0.2284668237,277.006958,0.200405851,277.006958,0.1174841076,277.006958,0.09877592325,277.006958,0.1071950942,277.006958,0.09181845933,277.006958,0.08437793702,277.006958,0.09267631918,277.006958,0.09140946716,277.006958,0.132627815,277.006958,0.03628037497,
275.9850464,0.232686922,275.9850464,0.2036269456,275.9850464,0.1181975752,275.9850464,0.09943766892,275.9850464,0.1074740291,275.9850464,0.09242206067,275.9850464,0.08481041342,275.9850464,0.09348706901,275.9850464,0.09212958068,275.9850464,0.1333652437,275.9850464,0.03630578518,
275.0023193,0.2365188152,275.0023193,0.2057443112,275.0023193,0.1190787628,275.0023193,0.1003566757,275.0023193,0.1082988232,275.0023193,0.09323465079,275.0023193,0.08562812954,275.0023193,0.09411340952,275.0023193,0.09302146733,275.0023193,0.134418413,275.0023193,0.03670619056,
274.0195007,0.240612492,274.0195007,0.2065581828,274.0195007,0.119769305,274.0195007,0.1007294953,274.0195007,0.1088917926,274.0195007,0.09398997575,274.0195007,0.08626182377,274.0195007,0.09474838525,274.0195007,0.09352897108,274.0195007,0.1352108866,274.0195007,0.03681815043,
272.9972229,0.2452144921,272.9972229,0.2072060555,272.9972229,0.1201282516,272.9972229,0.1012440994,272.9972229,0.1093396395,272.9972229,0.09472713619,272.9972229,0.08669450879,272.9972229,0.09513417631,272.9972229,0.09413266927,272.9972229,0.1359420568,272.9972229,0.03692644462,
272.0141602,0.2499159873,272.0141602,0.2073297054,272.0141602,0.1209999323,272.0141602,0.1017684042,272.0141602,0.11004664,272.0141602,0.09535558522,272.0141602,0.08793304861,272.0141602,0.09611923248,272.0141602,0.09522760659,272.0141602,0.1366477311,272.0141602,0.0375136435,
270.9917297,0.2546302378,270.9917297,0.2075817883,270.9917297,0.1216008514,270.9917297,0.1024418101,270.9917297,0.1104089171,270.9917297,0.09581350535,270.9917297,0.0883327201,270.9917297,0.09661691636,270.9917297,0.09536787122,270.9917297,0.1376438886,270.9917297,0.0377548933,
270.0084839,0.259703964,270.0084839,0.2075072378,270.0084839,0.122237891,270.0084839,0.102813147,270.0084839,0.1109288037,270.0084839,0.09677156806,270.0084839,0.08895522356,270.0084839,0.09769628942,270.0084839,0.09636751562,270.0084839,0.1381377429,270.0084839,0.03774221241,
268.9857788,0.2652366161,268.9857788,0.2071680874,268.9857788,0.1232479885,268.9857788,0.1036417186,268.9857788,0.1116398796,268.9857788,0.09760576487,268.9857788,0.08984175324,268.9857788,0.09835015982,268.9857788,0.09699048847,268.9857788,0.1393624544,268.9857788,0.03802534565,
268.0023193,0.271907419,268.0023193,0.2062265277,268.0023193,0.1236506999,268.0023193,0.1041077673,268.0023193,0.1117790863,268.0023193,0.09831383824,268.0023193,0.09066515416,268.0023193,0.09891928732,268.0023193,0.09771285951,268.0023193,0.1397378296,268.0023193,0.03834533319,
267.0187378,0.2794635892,267.0187378,0.2051688582,267.0187378,0.124411568,267.0187378,0.1049608365,267.0187378,0.1129671261,267.0187378,0.09972567111,267.0187378,0.0916910693,267.0187378,0.1002366394,267.0187378,0.09908289462,267.0187378,0.1413549036,267.0187378,0.03932270035,
265.9957275,0.2877678573,265.9957275,0.2035748959,265.9957275,0.1248522848,265.9957275,0.1052011698,265.9957275,0.1133944914,265.9957275,0.1002367958,265.9957275,0.09263665229,265.9957275,0.1009247154,265.9957275,0.0995920971,265.9957275,0.1420427859,265.9957275,0.03932074457,
265.0119934,0.2959411442,265.0119934,0.2021606714,265.0119934,0.1260724366,265.0119934,0.1066248193,265.0119934,0.1141920686,265.0119934,0.1019487679,265.0119934,0.09388764948,265.0119934,0.1022299901,265.0119934,0.1012214497,265.0119934,0.1435433477,265.0119934,0.04083677754,
263.9887695,0.3058425188,263.9887695,0.199804455,263.9887695,0.1268805116,263.9887695,0.1066468582,263.9887695,0.114930898,263.9887695,0.1027382091,263.9887695,0.09483207017,263.9887695,0.10343007,263.9887695,0.1018743366,263.9887695,0.1440303922,263.9887695,0.04106960446,
263.0047913,0.3153834641,263.0047913,0.1980806589,263.0047913,0.1276196986,263.0047913,0.1078559309,263.0047913,0.1154215187,263.0047913,0.1039713621,263.0047913,0.09601476043,263.0047913,0.1043697819,263.0047913,0.1025761962,263.0047913,0.1452551186,263.0047913,0.04157728329,
261.9813538,0.325784862,261.9813538,0.1967266649,261.9813538,0.1289289147,261.9813538,0.1088914573,261.9813538,0.1159996167,261.9813538,0.1052531824,261.9813538,0.09725475311,261.9813538,0.1057908386,261.9813538,0.1041301042,261.9813538,0.1466786861,261.9813538,0.0425895974,
260.9971924,0.3364090025,260.9971924,0.1952584386,260.9971924,0.129952088,260.9971924,0.109928593,260.9971924,0.1170934439,260.9971924,0.1065039635,260.9971924,0.09860924631,260.9971924,0.1069887877,260.9971924,0.10523431,260.9971924,0.1477964669,260.9971924,0.04333965108,
260.0129089,0.3441126943,260.0129089,0.1944305599,260.0129089,0.1312186122,260.0129089,0.1107979938,260.0129089,0.1179619282,260.0129089,0.1079969555,260.0129089,0.1000547633,260.0129089,0.1082584336,260.0129089,0.1069931313,260.0129089,0.1494714618,260.0129089,0.04452586919,
258.9891968,0.3541924953,258.9891968,0.1930747926,258.9891968,0.131383568,258.9891968,0.1108965576,258.9891968,0.1187112927,258.9891968,0.1088496521,258.9891968,0.101041615,258.9891968,0.1091414019,258.9891968,0.1075904816,258.9891968,0.1497860551,258.9891968,0.04467179254,
258.0047302,0.3657870591,258.0047302,0.1912613511,258.0047302,0.1324334145,258.0047302,0.1117611006,258.0047302,0.1189944595,258.0047302,0.1097984761,258.0047302,0.1018243656,258.0047302,0.1097370535,258.0047302,0.1082278788,258.0047302,0.1506700665,258.0047302,0.0455253683,
256.9807434,0.3763244748,256.9807434,0.1898175925,256.9807434,0.1329851151,256.9807434,0.112529546,256.9807434,0.1196891293,256.9807434,0.1105711386,256.9807434,0.1028729454,256.9807434,0.1104338169,256.9807434,0.1093290821,256.9807434,0.1516508013,256.9807434,0.04603416845,
255.9960938,0.3863970637,255.9960938,0.1889267862,255.9960938,0.1342312843,255.9960938,0.113771148,255.9960938,0.1207612231,255.9960938,0.1124067008,255.9960938,0.1046983972,255.9960938,0.1122606546,255.9960938,0.1102185026,255.9960938,0.1529463679,255.9960938,0.04693996906,
255.0113373,0.3962026536,255.0113373,0.1883336008,255.0113373,0.1354151666,255.0113373,0.1149929687,255.0113373,0.121880047,255.0113373,0.1137264818,255.0113373,0.1058600992,255.0113373,0.113742657,255.0113373,0.1124098152,255.0113373,0.1542821378,255.0113373,0.04791006818,
253.9871063,0.4070304334,253.9871063,0.1882329285,253.9871063,0.1369163394,253.9871063,0.1157373488,253.9871063,0.1227838546,253.9871063,0.1153876185,253.9871063,0.1072319373,253.9871063,0.115030244,253.9871063,0.1135612279,253.9871063,0.1557354778,253.9871063,0.04905471578,
253.002121,0.4179406464,253.002121,0.1876700372,253.002121,0.1382746398,253.002121,0.1173470616,253.002121,0.1239519492,253.002121,0.1166827753,253.002121,0.109157972,253.002121,0.1166206673,253.002121,0.1153018698,253.002121,0.1576419324,253.002121,0.05021267384,
252.0171051,0.4262014627,252.0171051,0.1883062422,252.0171051,0.1399653554,252.0171051,0.1185818538,252.0171051,0.1251995713,252.0171051,0.1185419932,252.0171051,0.1109201834,252.0171051,0.1179124117,252.0171051,0.1165263429,252.0171051,0.159008339,252.0171051,0.05167271197,
250.9925232,0.4364569783,250.9925232,0.1879993975,250.9925232,0.1408112943,250.9925232,0.1196653321,250.9925232,0.1264480203,250.9925232,0.1197908297,250.9925232,0.1128487214,250.9925232,0.1194569021,250.9925232,0.1184682995,250.9925232,0.1603091508,250.9925232,0.05281578377,
250.0072632,0.4452257454,250.0072632,0.1879670024,250.0072632,0.1421960443,250.0072632,0.1208808869,250.0072632,0.1274643987,250.0072632,0.1214072406,250.0072632,0.1136928126,250.0072632,0.1208299398,250.0072632,0.1193625107,250.0072632,0.161400646,250.0072632,0.05368391797,
248.9825134,0.4522411823,248.9825134,0.1880215853,248.9825134,0.1432018578,248.9825134,0.1219856814,248.9825134,0.1287267655,248.9825134,0.1228022277,248.9825134,0.1153584868,248.9825134,0.1220013499,248.9825134,0.1206868812,248.9825134,0.1625193208,248.9825134,0.05447516963,
247.9971008,0.4588396847,247.9971008,0.1878288239,247.9971008,0.1439896822,247.9971008,0.1224729493,247.9971008,0.1292650551,247.9971008,0.1235722825,247.9971008,0.116050981,247.9971008,0.1225144416,247.9971008,0.1216017753,247.9971008,0.163828969,247.9971008,0.05504602194,
247.0115509,0.4630877376,247.0115509,0.1884162873,247.0115509,0.1451924443,247.0115509,0.1232503951,247.0115509,0.1303181201,247.0115509,0.1247507036,247.0115509,0.1170203313,247.0115509,0.1239678934,247.0115509,0.1228100955,247.0115509,0.1648276001,247.0115509,0.05622703955,
245.9864807,0.468780458,245.9864807,0.1884660572,245.9864807,0.1457823515,245.9864807,0.1240157261,245.9864807,0.1310656071,245.9864807,0.1255341768,245.9864807,0.1180365533,245.9864807,0.1246378422,245.9864807,0.123448126,245.9864807,0.1653276533,245.9864807,0.05661300942,
245.0007782,0.4733883142,245.0007782,0.1885393411,245.0007782,0.1468064636,245.0007782,0.1248003915,245.0007782,0.1316436082,245.0007782,0.1263717711,245.0007782,0.1191023588,245.0007782,0.1254977882,245.0007782,0.1245304793,245.0007782,0.1665317714,245.0007782,0.05725548789,
244.0149536,0.4774393141,244.0149536,0.1887071878,244.0149536,0.1469782889,244.0149536,0.1255528778,244.0149536,0.1319515854,244.0149536,0.1275751442,244.0149536,0.1195900813,244.0149536,0.1261727959,244.0149536,0.1249639988,244.0149536,0.1671998501,244.0149536,0.05751327425,
242.9896088,0.4803613126,242.9896088,0.1894291937,242.9896088,0.1483507007,242.9896088,0.1262039542,242.9896088,0.1330843717,242.9896088,0.1286296993,242.9896088,0.1209132373,242.9896088,0.1273118705,242.9896088,0.126295656,242.9896088,0.1685155779,242.9896088,0.05883163959,
242.0036163,0.4832883775,242.0036163,0.1895158887,242.0036163,0.1487424374,242.0036163,0.126336962,242.0036163,0.1334019601,242.0036163,0.1287046522,242.0036163,0.1212213859,242.0036163,0.1278024763,242.0036163,0.1267464757,242.0036163,0.1688751727,242.0036163,0.05913924798,
241.0175018,0.4856745899,241.0175018,0.1900131255,241.0175018,0.149165377,241.0175018,0.1269448996,241.0175018,0.1339263767,241.0175018,0.1295860857,241.0175018,0.1219332367,241.0175018,0.1282777786,241.0175018,0.1273932308,241.0175018,0.1696641147,241.0175018,0.05961163715,
239.9918823,0.4875655472,239.9918823,0.1906196922,239.9918823,0.1494208127,239.9918823,0.127195254,239.9918823,0.1343634874,239.9918823,0.1302853823,239.9918823,0.1224147156,239.9918823,0.1287964731,239.9918823,0.1278613359,239.9918823,0.1701426059,239.9918823,0.0599385798,
239.0056305,0.4893038571,239.0056305,0.1909660399,239.0056305,0.1496473402,239.0056305,0.1275307089,239.0056305,0.1346546859,239.0056305,0.1310773045,239.0056305,0.1228086501,239.0056305,0.129206866,239.0056305,0.1284590662,239.0056305,0.1708192974,239.0056305,0.06007610261,
238.0192413,0.4906803966,238.0192413,0.1919105798,238.0192413,0.1502043456,238.0192413,0.1279088855,238.0192413,0.1353583783,238.0192413,0.1317191571,238.0192413,0.1234807372,238.0192413,0.1297265291,238.0192413,0.1290945858,238.0192413,0.1716648638,238.0192413,0.0607124418,
236.9933167,0.4918127358,236.9933167,0.1928717494,236.9933167,0.1504155844,236.9933167,0.1281787753,236.9933167,0.1358430833,236.9933167,0.1328323334,236.9933167,0.1239421293,236.9933167,0.1303772181,236.9933167,0.129755035,236.9933167,0.1725636721,236.9933167,0.06109783426,
236.0067902,0.4928472042,236.0067902,0.1940239817,236.0067902,0.1509401649,236.0067902,0.1287365407,236.0067902,0.1364981979,236.0067902,0.1333222836,236.0067902,0.1248629838,236.0067902,0.1312080324,236.0067902,0.1305309534,236.0067902,0.1735265702,236.0067902,0.06186925992,
234.9806976,0.4940733314,234.9806976,0.1959302872,234.9806976,0.1514537781,234.9806976,0.1295320988,234.9806976,0.1374891102,234.9806976,0.1347139478,234.9806976,0.125707671,234.9806976,0.1318915337,234.9806976,0.1315531582,234.9806976,0.1745414734,234.9806976,0.0624907501,
233.9939423,0.4957227111,233.9939423,0.1980735958,233.9939423,0.1522887051,233.9939423,0.130011946,233.9939423,0.1385913342,233.9939423,0.1358430535,233.9939423,0.1268402636,233.9939423,0.1328471601,233.9939423,0.1329987794,233.9939423,0.1758983433,233.9939423,0.06374077499,
233.0071259,0.4985445738,233.0071259,0.2007845938,233.0071259,0.1529221386,233.0071259,0.1313638538,233.0071259,0.1400601566,233.0071259,0.137325719,233.0071259,0.128316775,233.0071259,0.1343250424,233.0071259,0.1341075599,233.0071259,0.1776725501,233.0071259,0.06476423889,
231.9807434,0.5022677183,231.9807434,0.2040892541,231.9807434,0.1539042145,231.9807434,0.1322793514,231.9807434,0.1416674256,231.9807434,0.1396707296,231.9807434,0.1299946606,231.9807434,0.1358944178,231.9807434,0.1359208226,231.9807434,0.179866761,231.9807434,0.06623090059,
230.9937286,0.5072643757,230.9937286,0.2081151754,230.9937286,0.1552927196,230.9937286,0.1338058114,230.9937286,0.1434039176,230.9937286,0.1418120414,230.9937286,0.1323215514,230.9937286,0.1379868686,230.9937286,0.1381120831,230.9937286,0.1819176078,230.9937286,0.06819581985,
